,price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed
29549,14950,2009.0,toyota tacoma,excellent,6.0,gas,168824.0,automatic,truck,black,1.0,2018-11-19,24
29554,21988,2017.0,chrysler 300,like new,6.0,gas,36000.0,automatic,sedan,black,1.0,2018-05-04,57
29560,13839,2011.0,ram 1500,excellent,8.0,gas,153202.0,automatic,truck,white,1.0,2019-02-19,91
29565,16997,2010.0,ford f-150,excellent,8.0,gas,130553.0,automatic,truck,black,1.0,2019-03-22,41
29566,34200,2017.0,chevrolet silverado 1500 crew,good,8.0,gas,49823.0,other,pickup,black,1.0,2018-08-28,53
29575,16995,2014.0,jeep grand cherokee,excellent,6.0,gas,84000.0,automatic,SUV,silver,1.0,2019-03-13,60
29582,13900,2009.0,chevrolet silverado 1500,like new,8.0,gas,148507.0,automatic,truck,black,1.0,2018-06-30,51
29591,3000,2002.0,ford explorer,good,6.0,gas,165000.0,automatic,SUV,blue,1.0,2019-03-11,27
29601,1999,2005.0,cadillac escalade,fair,8.0,gas,250000.0,automatic,SUV,silver,1.0,2018-05-17,6
29605,34500,2018.0,ford explorer,excellent,6.0,gas,24822.0,automatic,SUV,black,1.0,2018-11-16,40
29606,25200,2015.0,chevrolet silverado 1500 crew,good,8.0,gas,94954.0,automatic,pickup,silver,1.0,2019-01-31,18
29609,6800,2005.0,ford f250 super duty,good,8.0,diesel,217222.0,automatic,pickup,grey,1.0,2018-06-13,14
29611,3150,1999.0,chevrolet silverado,good,8.0,gas,243000.0,manual,truck,silver,1.0,2018-06-06,37
29617,46500,2014.0,ram 2500,like new,6.0,diesel,32280.0,automatic,pickup,grey,1.0,2019-03-25,15
29619,9000,2010.0,ford f-150,good,8.0,gas,209000.0,automatic,truck,grey,1.0,2019-02-11,67
29620,5999,2007.0,subaru outback,like new,4.0,gas,164000.0,automatic,wagon,green,1.0,2019-01-20,26
29621,15000,2007.0,chevrolet silverado,excellent,8.0,gas,81000.0,automatic,pickup,black,1.0,2019-03-03,34
29624,23000,2011.0,jeep wrangler unlimited,excellent,6.0,gas,72100.0,manual,offroad,green,1.0,2019-04-11,85
29625,18700,2010.0,gmc sierra 1500,excellent,8.0,gas,73000.0,automatic,truck,white,1.0,2018-12-26,54
29630,37000,2018.0,chevrolet silverado 1500,like new,8.0,gas,8050.0,automatic,truck,red,1.0,2018-10-07,19
29631,8500,2007.0,chevrolet silverado,good,8.0,gas,177000.0,automatic,truck,silver,1.0,2019-02-23,40
29632,14995,2009.0,ford f-150,good,8.0,gas,70529.0,automatic,pickup,silver,1.0,2018-05-07,79
29634,24999,2017.0,ram 1500,like new,8.0,gas,64000.0,automatic,pickup,blue,1.0,2019-03-14,31
29635,36995,2017.0,ram 2500,good,6.0,gas,86156.0,automatic,pickup,silver,1.0,2018-09-23,72
29636,23995,2015.0,ford f-150,like new,6.0,gas,55055.0,automatic,pickup,black,1.0,2019-03-05,17
29638,38000,2015.0,ram 3500,good,6.0,diesel,49000.0,automatic,pickup,white,1.0,2018-05-16,83
29639,29995,2015.0,gmc sierra 1500,excellent,8.0,gas,66000.0,automatic,pickup,brown,1.0,2018-11-18,20
29641,9200,1996.0,ford f-250,good,8.0,diesel,205122.0,automatic,truck,blue,1.0,2018-07-20,9
29642,4500,2001.0,toyota 4runner,good,6.0,gas,194000.0,automatic,SUV,custom,1.0,2018-12-16,29
29644,21900,2017.0,chevrolet silverado,excellent,6.0,gas,93971.0,automatic,pickup,white,1.0,2019-01-27,62
29647,4500,2004.0,chevrolet silverado,good,8.0,gas,162000.0,automatic,truck,red,1.0,2018-10-18,16
29651,12990,2013.0,chevrolet tahoe,good,8.0,gas,177097.0,automatic,SUV,custom,1.0,2018-11-26,26
29654,2990,2001.0,honda cr-v,good,4.0,gas,250245.0,automatic,SUV,black,1.0,2018-06-11,61
29656,11990,2009.0,ford f-150,good,8.0,gas,179890.0,automatic,truck,brown,1.0,2018-12-28,79
29657,36990,2018.0,chevrolet silverado 1500,good,8.0,gas,11180.0,automatic,truck,red,1.0,2018-06-02,73
29665,5000,2004.0,ford f350 super duty,good,8.0,diesel,145777.0,automatic,pickup,green,1.0,2018-06-13,19
29673,12500,2014.0,subaru forester,excellent,4.0,gas,60215.0,automatic,SUV,silver,1.0,2018-09-29,34
29688,9450,2011.0,subaru outback,excellent,4.0,gas,88972.0,automatic,wagon,blue,1.0,2018-08-15,9
29690,5900,2006.0,toyota 4runner,excellent,6.0,gas,220000.0,automatic,SUV,silver,1.0,2018-11-30,72
29697,9000,2006.0,ram 2500,good,6.0,diesel,317000.0,automatic,truck,grey,1.0,2018-06-21,35
29698,6750,2004.0,ford f-150,excellent,8.0,gas,158600.0,automatic,truck,silver,1.0,2018-05-05,55
29701,700,2000.0,ford f-150,fair,8.0,gas,282863.0,automatic,truck,white,1.0,2019-04-01,52
29702,21900,2017.0,chevrolet silverado,excellent,6.0,gas,93971.0,automatic,pickup,white,1.0,2019-01-09,73
29704,10500,2011.0,bmw x5,excellent,6.0,gas,129857.0,automatic,SUV,white,1.0,2019-01-07,74
29706,32000,2017.0,ford f-250 super duty,excellent,8.0,gas,26000.0,automatic,pickup,white,1.0,2018-08-14,87
29713,2990,2004.0,chevrolet silverado,like new,8.0,gas,180000.0,automatic,pickup,white,1.0,2018-05-28,11
29725,5000,2002.0,ram 2500,good,8.0,gas,113000.0,automatic,pickup,silver,1.0,2019-03-28,53
29726,23500,2010.0,ford f350,good,8.0,gas,86000.0,automatic,truck,black,1.0,2018-10-13,20
29727,26000,2016.0,ford f-150,excellent,6.0,gas,38000.0,automatic,pickup,grey,1.0,2018-12-25,22
29729,16997,2018.0,chevrolet equinox,excellent,4.0,gas,30802.0,automatic,SUV,grey,1.0,2019-03-13,5
29734,11971,2015.0,volkswagen passat,excellent,4.0,gas,27160.0,automatic,sedan,grey,1.0,2018-08-30,74
29735,8990,2008.0,chevrolet silverado 1500,good,8.0,gas,180915.0,automatic,truck,grey,1.0,2018-09-11,157
29739,8500,2004.0,ford f-250 super duty,excellent,8.0,diesel,386561.0,automatic,truck,white,1.0,2018-06-10,68
29742,13500,2013.0,ford f-150,good,6.0,gas,199600.0,automatic,pickup,grey,1.0,2018-06-19,53
29744,18250,2013.0,chevrolet silverado,excellent,8.0,gas,103940.0,automatic,pickup,silver,1.0,2018-08-28,55
29746,18900,2012.0,ford f250,good,8.0,diesel,190000.0,automatic,pickup,silver,1.0,2019-04-03,53
29748,15855,2012.0,nissan frontier,good,6.0,gas,117674.0,automatic,truck,silver,1.0,2018-10-22,7
29751,25500,2007.0,ram 3500,excellent,6.0,diesel,91000.0,manual,truck,white,1.0,2019-01-07,11
29752,31594,2015.0,gmc sierra 1500,excellent,8.0,gas,76866.0,automatic,truck,white,1.0,2019-02-12,79
29753,7950,2014.0,subaru forester,excellent,4.0,gas,153900.0,automatic,SUV,green,1.0,2019-01-18,89
29756,27500,2010.0,gmc sierra 2500hd,good,8.0,diesel,135718.0,automatic,truck,grey,1.0,2019-03-17,48
29770,33000,2018.0,chevrolet silverado 1500,like new,8.0,gas,24200.0,automatic,pickup,blue,1.0,2018-07-03,15
29772,3500,2004.0,jeep grand cherokee,good,8.0,gas,187002.0,automatic,SUV,red,1.0,2018-12-25,72
29775,18495,2013.0,ford f-150,excellent,6.0,gas,138330.0,automatic,truck,black,1.0,2018-09-05,28
29778,22900,2012.0,toyota 4runner,excellent,6.0,gas,105556.0,automatic,SUV,red,1.0,2018-12-26,88
29780,12999,2012.0,ford f-150,excellent,8.0,gas,135973.0,automatic,truck,white,1.0,2019-03-28,65
29785,10495,2016.0,chevrolet equinox,excellent,4.0,gas,137721.0,automatic,wagon,black,1.0,2018-09-28,29
29790,19995,2012.0,ford f-150,excellent,6.0,gas,68429.0,automatic,truck,custom,1.0,2019-04-03,39
29791,12999,2010.0,ford f-150,excellent,8.0,gas,155023.0,automatic,truck,white,1.0,2018-11-26,49
29800,19999,2014.0,ford f-150,excellent,8.0,gas,142732.0,automatic,truck,black,1.0,2019-02-06,9
29801,13995,2015.0,ram 1500,excellent,6.0,diesel,155998.0,automatic,truck,black,1.0,2018-06-01,131
29804,12995,2012.0,ford f-150,excellent,6.0,gas,144431.0,automatic,truck,blue,1.0,2019-04-01,7
29808,11000,2004.0,jeep wrangler unlimited,excellent,6.0,gas,169530.0,automatic,SUV,red,1.0,2019-03-02,72
29809,15495,2010.0,ram 1500,excellent,8.0,gas,135873.0,automatic,truck,red,1.0,2018-09-02,16
29824,33000,2015.0,toyota 4runner,excellent,6.0,gas,70100.0,automatic,SUV,white,1.0,2019-01-20,5
29826,6500,2000.0,ford f-250 super duty,fair,8.0,diesel,280000.0,manual,truck,blue,1.0,2018-10-09,42
29832,25900,2015.0,ford f150 supercrew cab xlt,good,6.0,gas,59799.0,other,pickup,red,1.0,2019-02-02,16
29835,9000,2013.0,ford f-250 super duty,fair,8.0,gas,158000.0,automatic,pickup,white,1.0,2019-03-23,116
29836,16999,2012.0,ford f-150,excellent,6.0,gas,121058.0,automatic,truck,black,1.0,2018-09-11,12
29839,16995,2013.0,ford f-150,excellent,6.0,gas,146734.0,automatic,truck,black,1.0,2018-12-16,26
29840,17950,2012.0,ford f-150,excellent,6.0,gas,106404.0,automatic,truck,silver,1.0,2019-03-25,21
29843,4495,2003.0,chevrolet trailblazer,excellent,6.0,gas,145515.0,automatic,SUV,green,1.0,2019-04-14,43
29856,25995,2015.0,jeep wrangler unlimited,excellent,6.0,gas,84566.0,automatic,SUV,red,1.0,2018-11-01,85
29857,8000,2001.0,ford f250,good,8.0,diesel,300000.0,automatic,pickup,white,1.0,2018-10-25,18
29864,20977,2013.0,chevrolet silverado 1500,excellent,8.0,gas,90505.0,automatic,pickup,grey,1.0,2019-02-22,29
29868,1000,2005.0,ford escape,fair,6.0,gas,206000.0,automatic,SUV,green,1.0,2018-07-12,16
29871,27500,2018.0,jeep wrangler,like new,6.0,gas,17224.0,automatic,truck,black,1.0,2018-06-12,79
29873,5000,2000.0,toyota tundra,good,8.0,gas,266000.0,automatic,pickup,grey,1.0,2019-03-04,8
29881,16995,2011.0,gmc sierra 2500hd,good,8.0,diesel,192800.0,automatic,truck,white,1.0,2018-09-27,49
29882,2495,2005.0,dodge dakota,good,8.0,gas,245047.0,automatic,truck,blue,1.0,2019-04-01,66
29883,3500,2006.0,toyota highlander,like new,4.0,gas,175000.0,automatic,SUV,brown,1.0,2018-10-18,104
29887,2495,2001.0,subaru outback,good,4.0,gas,109738.0,manual,wagon,green,1.0,2019-04-11,56
29888,25000,2014.0,ford f-150,excellent,8.0,gas,78000.0,automatic,pickup,black,1.0,2018-07-12,25
29890,13975,2013.0,toyota highlander,excellent,6.0,gas,111149.0,automatic,SUV,white,1.0,2018-10-08,54
29891,3000,2001.0,ford f-150,fair,8.0,gas,213000.0,automatic,truck,black,1.0,2018-09-29,46
29892,12000,2004.0,ram 2500,excellent,8.0,gas,95000.0,automatic,truck,black,1.0,2018-05-29,85
29894,11000,2008.0,toyota tacoma,good,6.0,gas,240000.0,automatic,truck,silver,1.0,2018-06-22,28
29903,39500,2018.0,chevrolet silverado 1500,like new,8.0,gas,16000.0,automatic,truck,silver,1.0,2018-07-27,10
29905,23995,2015.0,ram 1500,excellent,6.0,diesel,59000.0,automatic,truck,brown,1.0,2019-03-21,45
29908,7995,2010.0,honda cr-v,good,4.0,gas,188817.0,automatic,SUV,silver,1.0,2019-03-11,113
29911,20300,2015.0,toyota highlander,excellent,6.0,gas,69000.0,automatic,SUV,grey,1.0,2018-10-27,82
29914,2700,2004.0,ford explorer,good,8.0,gas,141000.0,automatic,SUV,red,1.0,2019-01-04,21
29919,15995,2011.0,cadillac escalade,good,8.0,gas,138182.0,automatic,SUV,black,1.0,2019-04-04,37
29920,16998,2008.0,ram 2500,good,6.0,gas,214330.0,automatic,truck,silver,1.0,2018-09-09,66
29927,4000,2008.0,subaru outback,excellent,4.0,gas,190500.0,manual,wagon,blue,1.0,2019-03-04,35
29930,11500,2015.0,subaru impreza,good,4.0,gas,81300.0,automatic,sedan,black,1.0,2018-05-28,11
29932,16278,2012.0,ram 1500,excellent,8.0,gas,124816.0,automatic,truck,white,1.0,2018-05-04,30
29938,10000,2005.0,chevrolet silverado 2500hd,good,8.0,diesel,366000.0,automatic,truck,white,1.0,2018-06-27,11
29942,12995,2014.0,chevrolet traverse,excellent,6.0,gas,74182.0,automatic,SUV,black,1.0,2018-05-20,63
29948,4450,2006.0,jeep liberty,good,6.0,gas,159521.0,automatic,SUV,green,1.0,2018-10-26,54
29953,7995,2006.0,ford f-250,excellent,8.0,diesel,256000.0,automatic,truck,white,1.0,2019-03-24,26
29954,12995,2006.0,ford f-250,excellent,8.0,diesel,163000.0,automatic,truck,blue,1.0,2018-08-25,43
29955,11995,2008.0,ford f-250,excellent,8.0,diesel,190000.0,automatic,truck,green,1.0,2019-04-18,10
29956,29588,2014.0,jeep wrangler,like new,6.0,gas,60000.0,automatic,SUV,black,1.0,2018-12-01,14
29959,4995,2008.0,jeep liberty,excellent,6.0,gas,164000.0,automatic,SUV,green,1.0,2019-01-22,46
29962,9500,2014.0,chevrolet silverado,excellent,6.0,gas,110874.0,automatic,truck,white,1.0,2018-07-26,109
29968,35000,2015.0,toyota 4runner,like new,6.0,gas,8300.0,automatic,SUV,white,1.0,2018-09-24,116
29976,39500,2018.0,jeep wrangler unlimited,like new,4.0,gas,4800.0,automatic,SUV,white,1.0,2018-08-06,46
29982,17500,2016.0,chevrolet silverado,excellent,8.0,gas,143000.0,automatic,pickup,black,1.0,2018-10-22,20
29984,24900,2007.0,chevrolet silverado 2500hd,like new,8.0,diesel,183000.0,automatic,pickup,red,1.0,2018-10-09,8
29985,7250,2008.0,buick enclave,excellent,6.0,gas,168894.0,automatic,SUV,blue,1.0,2018-05-08,28
29986,5200,2003.0,chevrolet tahoe,good,8.0,gas,188000.0,automatic,SUV,silver,1.0,2018-10-03,34
29989,2400,2000.0,ford f-150,good,8.0,gas,244000.0,automatic,truck,blue,1.0,2018-10-14,52
29990,20999,1999.0,ford f-250,excellent,8.0,diesel,210000.0,manual,truck,brown,1.0,2019-02-02,78
29992,28500,2016.0,ford f150 supercrew cab xlt,good,6.0,gas,44044.0,other,pickup,black,1.0,2019-04-04,11
29994,2000,2000.0,ford expedition,good,8.0,gas,220000.0,automatic,SUV,red,1.0,2019-03-01,23
29995,500,1999.0,cadillac escalade,fair,8.0,gas,220000.0,automatic,SUV,brown,1.0,2018-06-23,42
29998,700,1999.0,toyota rav4,fair,4.0,gas,258000.0,manual,SUV,black,1.0,2018-08-18,7
29999,8000,2008.0,chevrolet silverado 1500,good,8.0,gas,158000.0,automatic,truck,silver,1.0,2019-04-14,16
30000,32000,2018.0,ram 2500,like new,8.0,gas,23109.0,automatic,truck,white,1.0,2018-10-25,19
30002,7995,2008.0,ford explorer,good,8.0,gas,161967.0,automatic,SUV,brown,1.0,2019-03-23,12
30003,17500,2013.0,chevrolet silverado,excellent,8.0,gas,155000.0,automatic,pickup,custom,1.0,2018-11-14,80
30009,39000,2018.0,chevrolet silverado,like new,8.0,gas,10492.0,automatic,pickup,white,1.0,2019-03-20,32
30013,8876,2008.0,ford f250 super duty,good,8.0,diesel,171813.0,automatic,pickup,white,1.0,2018-06-13,5
30015,4200,1999.0,chevrolet suburban,excellent,8.0,gas,197683.0,automatic,truck,black,1.0,2019-03-06,40
30017,15000,2008.0,ford f-150,good,8.0,gas,123667.0,automatic,truck,custom,1.0,2018-05-30,30
30019,15000,2005.0,gmc sierra 2500hd,good,8.0,diesel,220812.0,automatic,truck,custom,1.0,2018-10-27,19
30021,13000,2013.0,ford f-350 sd,good,8.0,gas,210801.0,automatic,truck,white,1.0,2019-02-24,61
30023,9000,2006.0,ford f-250 sd,good,8.0,gas,183226.0,automatic,truck,white,1.0,2018-11-06,16
30026,6750,2009.0,ford f350 super duty,fair,10.0,gas,197393.0,automatic,truck,white,1.0,2018-12-19,111
30029,5000,2008.0,subaru forester,excellent,4.0,gas,156556.0,automatic,SUV,grey,1.0,2019-02-08,26
30031,5000,2004.0,ford f-150,excellent,8.0,gas,102219.0,automatic,pickup,red,1.0,2018-10-02,2
30032,6500,2004.0,jeep liberty,excellent,6.0,gas,33505.0,automatic,SUV,black,1.0,2019-04-06,23
30042,16900,2009.0,ford f-250 sd,excellent,10.0,gas,59000.0,automatic,truck,white,1.0,2018-08-29,7
30047,19995,2012.0,ram 3500,good,6.0,diesel,157392.0,automatic,truck,white,1.0,2019-04-12,25
30052,17500,2014.0,chevrolet silverado 2500hd,good,8.0,gas,140200.0,automatic,truck,white,1.0,2019-01-30,22
30060,9450,2015.0,nissan frontier,excellent,6.0,gas,142719.0,automatic,truck,white,1.0,2019-01-18,73
30066,3995,2001.0,chevrolet tahoe,good,8.0,gas,219000.0,automatic,SUV,red,1.0,2019-02-03,22
30067,10000,2003.0,ram 2500,good,6.0,diesel,245000.0,automatic,truck,black,1.0,2019-01-14,14
30073,27990,2015.0,chevrolet suburban,excellent,8.0,gas,115257.0,automatic,SUV,custom,1.0,2018-05-15,18
30074,6999,2004.0,chevrolet tahoe,excellent,8.0,gas,107031.0,automatic,SUV,brown,1.0,2018-06-06,7
30078,6995,2008.0,toyota highlander,excellent,6.0,gas,222456.0,automatic,SUV,black,1.0,2019-01-29,18
30080,9995,2005.0,toyota tacoma,excellent,6.0,gas,175643.0,automatic,pickup,red,1.0,2018-07-13,26
30081,4995,2007.0,toyota rav4,excellent,4.0,gas,199511.0,automatic,SUV,white,1.0,2018-07-26,59
30082,1680,2004.0,jeep grand cherokee,good,6.0,gas,248500.0,automatic,SUV,red,1.0,2018-08-07,39
30083,9995,2012.0,subaru outback,excellent,4.0,gas,119025.0,automatic,wagon,white,1.0,2018-06-21,32
30086,4750,2007.0,ford edge,excellent,6.0,gas,211484.0,automatic,SUV,black,1.0,2018-07-01,63
30087,4500,2008.0,ford edge,excellent,6.0,gas,196958.0,automatic,sedan,silver,1.0,2018-10-18,11
30101,9000,2011.0,bmw x5,excellent,8.0,gas,136178.0,automatic,SUV,black,1.0,2018-10-04,27
30114,3995,2005.0,chevrolet suburban,excellent,8.0,gas,244524.0,automatic,SUV,custom,1.0,2018-06-11,61
30116,13995,2009.0,cadillac escalade,excellent,8.0,gas,172800.0,automatic,SUV,grey,1.0,2019-03-07,48
30117,11995,2008.0,cadillac escalade,excellent,8.0,gas,152800.0,automatic,SUV,black,1.0,2019-04-06,90
30122,5750,2005.0,ford f-150,good,8.0,gas,203000.0,automatic,pickup,red,1.0,2019-01-22,60
30126,17995,2011.0,cadillac escalade,excellent,8.0,gas,105000.0,automatic,SUV,white,1.0,2018-06-17,14
30127,3995,2002.0,chevrolet tahoe,excellent,8.0,gas,208772.0,automatic,SUV,brown,1.0,2019-04-09,30
30128,3000,2001.0,ford f-250,excellent,10.0,gas,198952.0,automatic,pickup,white,1.0,2018-12-09,17
30134,18988,2014.0,ram 1500,good,8.0,gas,92070.0,automatic,truck,silver,1.0,2018-08-07,37
30143,35630,2017.0,gmc yukon,like new,8.0,gas,63000.0,automatic,SUV,grey,1.0,2018-06-13,55
30144,6250,2009.0,ford explorer,good,6.0,gas,90015.0,automatic,SUV,black,1.0,2018-10-22,28
30145,24990,2015.0,ford f-150,excellent,8.0,gas,103824.0,automatic,truck,red,1.0,2018-10-02,32
30147,16500,2011.0,chevrolet silverado,excellent,8.0,diesel,173000.0,automatic,truck,white,1.0,2018-11-18,14
30150,9995,2007.0,chevrolet silverado 1500,excellent,8.0,gas,174153.0,automatic,truck,silver,1.0,2018-11-15,42
30151,22500,2006.0,toyota tacoma,good,6.0,gas,158000.0,automatic,truck,black,1.0,2018-09-24,38
30156,12900,2006.0,chevrolet silverado 2500hd,excellent,8.0,gas,185000.0,automatic,truck,white,1.0,2018-08-13,3
30157,19561,2007.0,ram 2500,good,6.0,diesel,245072.0,automatic,truck,white,1.0,2018-05-17,70
30158,14995,2008.0,chevrolet silverado 1500,excellent,8.0,gas,174931.0,automatic,truck,blue,1.0,2018-08-14,22
30159,20461,2007.0,ram 2500,good,6.0,diesel,185009.0,automatic,truck,custom,1.0,2018-06-20,22
30164,34429,2015.0,ford f350,good,8.0,diesel,144317.0,automatic,truck,white,1.0,2018-07-15,32
30170,14500,2004.0,chevrolet silverado 2500hd,excellent,8.0,gas,106000.0,automatic,truck,grey,1.0,2018-12-30,33
30187,13972,2004.0,jeep wrangler,excellent,6.0,gas,93098.0,manual,SUV,silver,1.0,2018-08-17,135
30189,3800,2002.0,chevrolet trailblazer,good,6.0,gas,166107.0,automatic,SUV,black,1.0,2018-05-20,37
30192,20995,2011.0,ford f150,excellent,6.0,gas,95620.0,automatic,pickup,blue,1.0,2019-03-20,11
30194,2000,2005.0,subaru outback,good,4.0,gas,163000.0,automatic,wagon,green,1.0,2018-09-17,19
30196,7800,2003.0,chevrolet silverado 2500hd,good,8.0,gas,156803.0,automatic,truck,white,1.0,2018-05-08,78
30202,27925,2017.0,ram 1500,excellent,8.0,gas,29804.0,automatic,truck,black,1.0,2019-04-13,142
30203,17995,2012.0,ford f-150,excellent,8.0,gas,91345.0,automatic,pickup,grey,1.0,2018-11-02,28
30204,15995,2016.0,subaru outback,excellent,4.0,gas,28694.0,automatic,SUV,white,1.0,2019-02-20,19
30216,19990,2006.0,gmc sierra 2500hd,good,8.0,gas,113648.0,automatic,truck,custom,1.0,2018-09-10,8
30221,14990,2012.0,jeep wrangler,good,6.0,gas,150356.0,automatic,SUV,silver,1.0,2018-05-06,18
30223,28990,2015.0,ford f-350 sd,good,8.0,diesel,53628.0,automatic,truck,white,1.0,2018-12-30,40
30224,28990,2015.0,ford f-350 sd,good,8.0,diesel,54362.0,automatic,truck,white,1.0,2019-01-30,28
30228,18990,2000.0,ford f-350 sd,good,8.0,diesel,118774.0,automatic,truck,silver,1.0,2018-07-01,14
30232,17995,2013.0,gmc sierra,excellent,8.0,gas,95378.0,automatic,pickup,brown,1.0,2018-10-11,19
30235,15000,1999.0,ford f-250,good,8.0,diesel,190500.0,manual,truck,custom,1.0,2018-08-20,13
30247,3900,2008.0,subaru forester,excellent,4.0,gas,213023.0,manual,hatchback,yellow,1.0,2019-01-20,12
30254,26900,2016.0,ram 2500,excellent,6.0,diesel,124000.0,automatic,pickup,silver,1.0,2019-04-10,9
30256,15990,2016.0,chevrolet colorado,good,4.0,gas,91979.0,automatic,truck,white,1.0,2018-09-08,50
30257,9800,2003.0,ram 2500,excellent,8.0,gas,155000.0,manual,pickup,white,1.0,2019-02-01,28
30259,10999,2006.0,ford f-150,excellent,8.0,gas,178993.0,automatic,truck,silver,1.0,2018-10-20,36
30262,8990,2012.0,nissan rogue,good,4.0,gas,122446.0,automatic,SUV,red,1.0,2018-08-11,16
30266,11495,2011.0,chevrolet suburban,good,8.0,gas,254835.0,automatic,SUV,white,1.0,2018-05-02,27
30270,4950,2006.0,chevrolet trailblazer,excellent,6.0,gas,99000.0,automatic,SUV,purple,1.0,2019-04-10,47
30273,26200,2014.0,chevrolet silverado 1500,excellent,6.0,gas,27680.0,automatic,truck,blue,1.0,2019-02-12,39
30277,29995,2017.0,ram 2500,excellent,8.0,gas,42235.0,automatic,pickup,white,1.0,2018-06-19,11
30279,2500,1998.0,ford ranger,good,6.0,gas,200000.0,manual,pickup,brown,1.0,2018-12-25,51
30280,24900,2015.0,chevrolet colorado,good,6.0,gas,60611.0,automatic,truck,red,1.0,2019-02-12,20
30282,23800,2014.0,chevrolet tahoe,good,8.0,gas,95997.0,automatic,SUV,black,1.0,2018-05-09,88
30283,18995,2013.0,gmc sierra 1500,good,8.0,gas,95356.0,automatic,truck,silver,1.0,2019-03-23,87
30285,29995,2015.0,ram 1500,good,8.0,gas,38941.0,automatic,pickup,grey,1.0,2018-07-17,9
30286,17900,2011.0,jeep wrangler unlimited,good,6.0,gas,114671.0,automatic,wagon,red,1.0,2018-05-18,64
30287,17500,2008.0,jeep wrangler,good,6.0,gas,124058.0,automatic,wagon,silver,1.0,2018-06-01,10
30289,27500,2010.0,chevrolet silverado 2500hd,good,8.0,diesel,127381.0,automatic,truck,blue,1.0,2019-03-13,85
30296,14998,2011.0,jeep grand cherokee,excellent,8.0,gas,95000.0,automatic,SUV,black,1.0,2018-06-22,18
30298,14750,2014.0,chrysler 300,excellent,8.0,gas,89000.0,automatic,sedan,grey,1.0,2018-10-24,53
30299,7999,2004.0,cadillac escalade,excellent,8.0,gas,160216.0,automatic,SUV,black,1.0,2018-06-23,21
30300,7900,2010.0,chevrolet silverado 1500,good,8.0,gas,248132.0,automatic,truck,white,1.0,2018-11-13,38
30302,7995,2009.0,ford ranger,good,6.0,gas,151678.0,automatic,pickup,grey,1.0,2018-11-11,28
30303,7500,2006.0,ford f350 super duty,good,8.0,diesel,114000.0,automatic,truck,green,1.0,2018-07-02,38
30306,4000,2001.0,ford f-250,good,10.0,gas,212.0,automatic,pickup,silver,1.0,2018-09-11,67
30307,3200,2002.0,chevrolet trailblazer,good,6.0,gas,175000.0,automatic,SUV,brown,1.0,2018-06-28,74
30310,21995,2017.0,ford edge,excellent,6.0,gas,17876.0,automatic,SUV,grey,1.0,2018-09-11,23
30311,13000,2006.0,chevrolet silverado,excellent,8.0,gas,92000.0,automatic,pickup,black,1.0,2018-11-15,32
30316,1600,2001.0,subaru outback,fair,4.0,gas,247000.0,automatic,wagon,blue,1.0,2018-07-09,31
30319,17000,2018.0,chevrolet equinox,excellent,4.0,gas,30802.0,automatic,SUV,grey,1.0,2018-08-20,47
30325,9990,2012.0,jeep grand cherokee laredo,good,6.0,gas,152000.0,automatic,SUV,black,1.0,2019-01-21,34
30326,5990,2006.0,subaru outback,good,4.0,gas,156000.0,manual,wagon,custom,1.0,2018-12-12,14
30327,14985,2012.0,ram 1500,excellent,8.0,gas,72519.0,automatic,pickup,black,1.0,2018-10-01,33
30329,26750,2014.0,jeep wrangler unlimited,excellent,6.0,gas,41000.0,automatic,SUV,white,1.0,2019-04-19,24
30331,8998,2004.0,ram 2500,fair,8.0,gas,202000.0,automatic,pickup,grey,1.0,2018-11-03,83
30334,10500,2013.0,subaru outback,excellent,4.0,gas,158000.0,automatic,wagon,blue,1.0,2019-01-25,70
30335,27918,2016.0,toyota 4runner,excellent,6.0,gas,76677.0,automatic,SUV,white,1.0,2019-02-28,20
30336,6700,2004.0,ford explorer,good,6.0,gas,91000.0,automatic,SUV,white,1.0,2019-01-07,13
30337,32900,2019.0,jeep wrangler unlimited,excellent,4.0,gas,17351.0,automatic,SUV,red,1.0,2019-01-23,68
30339,9500,2003.0,ford f250 super duty,excellent,8.0,gas,155000.0,automatic,pickup,silver,1.0,2018-07-24,40
30344,7499,2010.0,subaru outback,like new,4.0,gas,132000.0,automatic,sedan,custom,1.0,2018-07-02,10
30346,12950,2008.0,chevrolet silverado,excellent,8.0,gas,112222.0,automatic,truck,silver,1.0,2018-11-11,19
30347,35880,2015.0,gmc sierra 2500hd,good,8.0,diesel,114000.0,automatic,pickup,black,1.0,2018-10-07,35
30349,38500,2018.0,ford f250 super duty,like new,8.0,gas,6800.0,automatic,truck,white,1.0,2018-08-01,52
30351,28500,2015.0,chevrolet silverado 2500hd,excellent,8.0,gas,49750.0,automatic,truck,white,1.0,2019-03-29,30
30360,28995,2006.0,ram 3500,good,6.0,gas,105532.0,other,truck,red,1.0,2018-09-06,58
30362,23995,2011.0,ford f350,good,8.0,gas,190375.0,automatic,truck,white,1.0,2018-12-04,65
30365,24900,2015.0,chevrolet colorado,good,6.0,gas,60611.0,automatic,truck,red,1.0,2018-07-06,54
30366,24900,2010.0,ram 2500,good,6.0,diesel,96837.0,automatic,truck,green,1.0,2018-07-21,47
